_ - name,label_description 1,offizielle Website,_ - meta - uuid,_ - dates - end,_ - dates - start,_ - dates - election,_ - datasets - polls - by-name,_ - datasets - polls - by-uuid,_ - datasets - deputies - by-name,_ - datasets - deputies - by-uuid,_ - datasets - candidates - by-name,_ - datasets - candidates - by-uuid,_ - datasets - committees - by-name,_ - datasets - committees - by-uuid,_ - datasets - constituencies - by-name,_ - datasets - constituencies - by-uuid
Baden-Württemberg,Landtag von Baden-Württemberg,http://www.landtag-bw.de/,269d22e0-b699-4d28-92df-438a4cbebc55,2021-03-12,2016-02-11,2016-03-13,https://www.abgeordnetenwatch.de/api/parliament/baden-w%C3%BCrttemberg/polls.json,https://www.abgeordnetenwatch.de/api/parliament/269d22e0-b699-4d28-92df-438a4cbebc55/polls.json,https://www.abgeordnetenwatch.de/api/parliament/baden-w%C3%BCrttemberg/deputies.json,https://www.abgeordnetenwatch.de/api/parliament/269d22e0-b699-4d28-92df-438a4cbebc55/deputies.json,https://www.abgeordnetenwatch.de/api/parliament/baden-w%C3%BCrttemberg/candidates.json,https://www.abgeordnetenwatch.de/api/parliament/269d22e0-b699-4d28-92df-438a4cbebc55/candidates.json,https://www.abgeordnetenwatch.de/api/parliament/baden-w%C3%BCrttemberg/committees.json,https://www.abgeordnetenwatch.de/api/parliament/269d22e0-b699-4d28-92df-438a4cbebc55/committees.json,https://www.abgeordnetenwatch.de/api/parliament/baden-w%C3%BCrttemberg/constituencies.json,https://www.abgeordnetenwatch.de/api/parliament/269d22e0-b699-4d28-92df-438a4cbebc55/constituencies.json
Baden-Württemberg 2006-2011,Landtag von Baden-Württemberg,http://www.landtag-bw.de/,a2828a3a-ab18-4fa1-8cfc-32667eec93e0,2011-03-27,2006-03-26,2006-03-26,https://www.abgeordnetenwatch.de/api/parliament/baden-w%C3%BCrttemberg%202006-2011/polls.json,https://www.abgeordnetenwatch.de/api/parliament/a2828a3a-ab18-4fa1-8cfc-32667eec93e0/polls.json,https://www.abgeordnetenwatch.de/api/parliament/baden-w%C3%BCrttemberg%202006-2011/deputies.json,https://www.abgeordnetenwatch.de/api/parliament/a2828a3a-ab18-4fa1-8cfc-32667eec93e0/deputies.json,https://www.abgeordnetenwatch.de/api/parliament/baden-w%C3%BCrttemberg%202006-2011/candidates.json,https://www.abgeordnetenwatch.de/api/parliament/a2828a3a-ab18-4fa1-8cfc-32667eec93e0/candidates.json,https://www.abgeordnetenwatch.de/api/parliament/baden-w%C3%BCrttemberg%202006-2011/committees.json,https://www.abgeordnetenwatch.de/api/parliament/a2828a3a-ab18-4fa1-8cfc-32667eec93e0/committees.json,https://www.abgeordnetenwatch.de/api/parliament/baden-w%C3%BCrttemberg%202006-2011/constituencies.json,https://www.abgeordnetenwatch.de/api/parliament/a2828a3a-ab18-4fa1-8cfc-32667eec93e0/constituencies.json
Baden-Württemberg 2011-2016,Landtag von Baden-Württemberg,http://www.landtag-bw.de/,d9f52c8e-df83-4c49-bdd8-48e6f175ca6c,2016-05-11,2011-05-11,2011-03-27,https://www.abgeordnetenwatch.de/api/parliament/baden-w%C3%BCrttemberg%202011-2016/polls.json,https://www.abgeordnetenwatch.de/api/parliament/d9f52c8e-df83-4c49-bdd8-48e6f175ca6c/polls.json,https://www.abgeordnetenwatch.de/api/parliament/baden-w%C3%BCrttemberg%202011-2016/deputies.json,https://www.abgeordnetenwatch.de/api/parliament/d9f52c8e-df83-4c49-bdd8-48e6f175ca6c/deputies.json,https://www.abgeordnetenwatch.de/api/parliament/baden-w%C3%BCrttemberg%202011-2016/candidates.json,https://www.abgeordnetenwatch.de/api/parliament/d9f52c8e-df83-4c49-bdd8-48e6f175ca6c/candidates.json,https://www.abgeordnetenwatch.de/api/parliament/baden-w%C3%BCrttemberg%202011-2016/committees.json,https://www.abgeordnetenwatch.de/api/parliament/d9f52c8e-df83-4c49-bdd8-48e6f175ca6c/committees.json,https://www.abgeordnetenwatch.de/api/parliament/baden-w%C3%BCrttemberg%202011-2016/constituencies.json,https://www.abgeordnetenwatch.de/api/parliament/d9f52c8e-df83-4c49-bdd8-48e6f175ca6c/constituencies.json
Bayern,Bayerischer Landtag,http://www.landtag-bayern.de/,ef9d2934-6831-4f48-a333-611962781c53,2023-10-30,2018-08-13,2018-10-14,https://www.abgeordnetenwatch.de/api/parliament/bayern/polls.json,https://www.abgeordnetenwatch.de/api/parliament/ef9d2934-6831-4f48-a333-611962781c53/polls.json,https://www.abgeordnetenwatch.de/api/parliament/bayern/deputies.json,https://www.abgeordnetenwatch.de/api/parliament/ef9d2934-6831-4f48-a333-611962781c53/deputies.json,https://www.abgeordnetenwatch.de/api/parliament/bayern/candidates.json,https://www.abgeordnetenwatch.de/api/parliament/ef9d2934-6831-4f48-a333-611962781c53/candidates.json,https://www.abgeordnetenwatch.de/api/parliament/bayern/committees.json,https://www.abgeordnetenwatch.de/api/parliament/ef9d2934-6831-4f48-a333-611962781c53/committees.json,https://www.abgeordnetenwatch.de/api/parliament/bayern/constituencies.json,https://www.abgeordnetenwatch.de/api/parliament/ef9d2934-6831-4f48-a333-611962781c53/constituencies.json
Bayern 2008-2013,Bayerischer Landtag,http://www.landtag-bayern.de/,cd4fea25-3cff-476f-9247-4a8018628653,2013-09-15,2008-10-20,2008-09-28,https://www.abgeordnetenwatch.de/api/parliament/bayern%202008-2013/polls.json,https://www.abgeordnetenwatch.de/api/parliament/cd4fea25-3cff-476f-9247-4a8018628653/polls.json,https://www.abgeordnetenwatch.de/api/parliament/bayern%202008-2013/deputies.json,https://www.abgeordnetenwatch.de/api/parliament/cd4fea25-3cff-476f-9247-4a8018628653/deputies.json,https://www.abgeordnetenwatch.de/api/parliament/bayern%202008-2013/candidates.json,https://www.abgeordnetenwatch.de/api/parliament/cd4fea25-3cff-476f-9247-4a8018628653/candidates.json,https://www.abgeordnetenwatch.de/api/parliament/bayern%202008-2013/committees.json,https://www.abgeordnetenwatch.de/api/parliament/cd4fea25-3cff-476f-9247-4a8018628653/committees.json,https://www.abgeordnetenwatch.de/api/parliament/bayern%202008-2013/constituencies.json,https://www.abgeordnetenwatch.de/api/parliament/cd4fea25-3cff-476f-9247-4a8018628653/constituencies.json
Bayern 2013-2018,Bayerischer Landtag,http://www.landtag-bayern.de/,4e001994-a5d3-4f8a-9a9e-8e84f9531a1e,2018-08-13,2013-09-07,2013-09-15,https://www.abgeordnetenwatch.de/api/parliament/bayern%202013-2018/polls.json,https://www.abgeordnetenwatch.de/api/parliament/4e001994-a5d3-4f8a-9a9e-8e84f9531a1e/polls.json,https://www.abgeordnetenwatch.de/api/parliament/bayern%202013-2018/deputies.json,https://www.abgeordnetenwatch.de/api/parliament/4e001994-a5d3-4f8a-9a9e-8e84f9531a1e/deputies.json,https://www.abgeordnetenwatch.de/api/parliament/bayern%202013-2018/candidates.json,https://www.abgeordnetenwatch.de/api/parliament/4e001994-a5d3-4f8a-9a9e-8e84f9531a1e/candidates.json,https://www.abgeordnetenwatch.de/api/parliament/bayern%202013-2018/committees.json,https://www.abgeordnetenwatch.de/api/parliament/4e001994-a5d3-4f8a-9a9e-8e84f9531a1e/committees.json,https://www.abgeordnetenwatch.de/api/parliament/bayern%202013-2018/constituencies.json,https://www.abgeordnetenwatch.de/api/parliament/4e001994-a5d3-4f8a-9a9e-8e84f9531a1e/constituencies.json
Berlin,Abgeordnetenhaus von Berlin,http://www.parlament-berlin.de/,48ed5f9d-884f-4f0b-91c3-714990544800,2021-09-18,2016-07-26,2016-09-18,https://www.abgeordnetenwatch.de/api/parliament/berlin/polls.json,https://www.abgeordnetenwatch.de/api/parliament/48ed5f9d-884f-4f0b-91c3-714990544800/polls.json,https://www.abgeordnetenwatch.de/api/parliament/berlin/deputies.json,https://www.abgeordnetenwatch.de/api/parliament/48ed5f9d-884f-4f0b-91c3-714990544800/deputies.json,https://www.abgeordnetenwatch.de/api/parliament/berlin/candidates.json,https://www.abgeordnetenwatch.de/api/parliament/48ed5f9d-884f-4f0b-91c3-714990544800/candidates.json,https://www.abgeordnetenwatch.de/api/parliament/berlin/committees.json,https://www.abgeordnetenwatch.de/api/parliament/48ed5f9d-884f-4f0b-91c3-714990544800/committees.json,https://www.abgeordnetenwatch.de/api/parliament/berlin/constituencies.json,https://www.abgeordnetenwatch.de/api/parliament/48ed5f9d-884f-4f0b-91c3-714990544800/constituencies.json
Berlin 2006-2011,Abgeordnetenhaus von Berlin,http://www.parlament-berlin.de/,0c1dd0d6-47e4-4619-bfd0-3cf87a5b1758,2006-09-17,2006-09-17,2006-09-17,https://www.abgeordnetenwatch.de/api/parliament/berlin%202006-2011/polls.json,https://www.abgeordnetenwatch.de/api/parliament/0c1dd0d6-47e4-4619-bfd0-3cf87a5b1758/polls.json,https://www.abgeordnetenwatch.de/api/parliament/berlin%202006-2011/deputies.json,https://www.abgeordnetenwatch.de/api/parliament/0c1dd0d6-47e4-4619-bfd0-3cf87a5b1758/deputies.json,https://www.abgeordnetenwatch.de/api/parliament/berlin%202006-2011/candidates.json,https://www.abgeordnetenwatch.de/api/parliament/0c1dd0d6-47e4-4619-bfd0-3cf87a5b1758/candidates.json,https://www.abgeordnetenwatch.de/api/parliament/berlin%202006-2011/committees.json,https://www.abgeordnetenwatch.de/api/parliament/0c1dd0d6-47e4-4619-bfd0-3cf87a5b1758/committees.json,https://www.abgeordnetenwatch.de/api/parliament/berlin%202006-2011/constituencies.json,https://www.abgeordnetenwatch.de/api/parliament/0c1dd0d6-47e4-4619-bfd0-3cf87a5b1758/constituencies.json
Berlin 2011-2016,Abgeordnetenhaus von Berlin,http://www.parlament-berlin.de/,569b4daa-14aa-4357-9011-2e77702b31df,2016-09-18,2011-09-18,2011-09-18,https://www.abgeordnetenwatch.de/api/parliament/berlin%202011-2016/polls.json,https://www.abgeordnetenwatch.de/api/parliament/569b4daa-14aa-4357-9011-2e77702b31df/polls.json,https://www.abgeordnetenwatch.de/api/parliament/berlin%202011-2016/deputies.json,https://www.abgeordnetenwatch.de/api/parliament/569b4daa-14aa-4357-9011-2e77702b31df/deputies.json,https://www.abgeordnetenwatch.de/api/parliament/berlin%202011-2016/candidates.json,https://www.abgeordnetenwatch.de/api/parliament/569b4daa-14aa-4357-9011-2e77702b31df/candidates.json,https://www.abgeordnetenwatch.de/api/parliament/berlin%202011-2016/committees.json,https://www.abgeordnetenwatch.de/api/parliament/569b4daa-14aa-4357-9011-2e77702b31df/committees.json,https://www.abgeordnetenwatch.de/api/parliament/berlin%202011-2016/constituencies.json,https://www.abgeordnetenwatch.de/api/parliament/569b4daa-14aa-4357-9011-2e77702b31df/constituencies.json
Brandenburg,Landtag Brandenburg,http://www.landtag.brandenburg.de/,0c5af86d-f72f-41a2-9a73-139ccfa4270f,2019-09-13,2014-08-06,2014-09-14,https://www.abgeordnetenwatch.de/api/parliament/brandenburg/polls.json,https://www.abgeordnetenwatch.de/api/parliament/0c5af86d-f72f-41a2-9a73-139ccfa4270f/polls.json,https://www.abgeordnetenwatch.de/api/parliament/brandenburg/deputies.json,https://www.abgeordnetenwatch.de/api/parliament/0c5af86d-f72f-41a2-9a73-139ccfa4270f/deputies.json,https://www.abgeordnetenwatch.de/api/parliament/brandenburg/candidates.json,https://www.abgeordnetenwatch.de/api/parliament/0c5af86d-f72f-41a2-9a73-139ccfa4270f/candidates.json,https://www.abgeordnetenwatch.de/api/parliament/brandenburg/committees.json,https://www.abgeordnetenwatch.de/api/parliament/0c5af86d-f72f-41a2-9a73-139ccfa4270f/committees.json,https://www.abgeordnetenwatch.de/api/parliament/brandenburg/constituencies.json,https://www.abgeordnetenwatch.de/api/parliament/0c5af86d-f72f-41a2-9a73-139ccfa4270f/constituencies.json
Brandenburg 2009-2014,Landtag Brandenburg,http://www.landtag.brandenburg.de/,2b33f364-691f-4bdf-a6a0-59b0379aada0,2014-10-21,2009-10-21,2009-09-27,https://www.abgeordnetenwatch.de/api/parliament/brandenburg%202009-2014/polls.json,https://www.abgeordnetenwatch.de/api/parliament/2b33f364-691f-4bdf-a6a0-59b0379aada0/polls.json,https://www.abgeordnetenwatch.de/api/parliament/brandenburg%202009-2014/deputies.json,https://www.abgeordnetenwatch.de/api/parliament/2b33f364-691f-4bdf-a6a0-59b0379aada0/deputies.json,https://www.abgeordnetenwatch.de/api/parliament/brandenburg%202009-2014/candidates.json,https://www.abgeordnetenwatch.de/api/parliament/2b33f364-691f-4bdf-a6a0-59b0379aada0/candidates.json,https://www.abgeordnetenwatch.de/api/parliament/brandenburg%202009-2014/committees.json,https://www.abgeordnetenwatch.de/api/parliament/2b33f364-691f-4bdf-a6a0-59b0379aada0/committees.json,https://www.abgeordnetenwatch.de/api/parliament/brandenburg%202009-2014/constituencies.json,https://www.abgeordnetenwatch.de/api/parliament/2b33f364-691f-4bdf-a6a0-59b0379aada0/constituencies.json
Bremen,Bremische Bürgerschaft,http://www.bremische-buergerschaft.de/,1764827c-4a36-40f5-a6f0-5c368a40f217,2019-05-09,2015-03-31,2015-05-10,https://www.abgeordnetenwatch.de/api/parliament/bremen/polls.json,https://www.abgeordnetenwatch.de/api/parliament/1764827c-4a36-40f5-a6f0-5c368a40f217/polls.json,https://www.abgeordnetenwatch.de/api/parliament/bremen/deputies.json,https://www.abgeordnetenwatch.de/api/parliament/1764827c-4a36-40f5-a6f0-5c368a40f217/deputies.json,https://www.abgeordnetenwatch.de/api/parliament/bremen/candidates.json,https://www.abgeordnetenwatch.de/api/parliament/1764827c-4a36-40f5-a6f0-5c368a40f217/candidates.json,https://www.abgeordnetenwatch.de/api/parliament/bremen/committees.json,https://www.abgeordnetenwatch.de/api/parliament/1764827c-4a36-40f5-a6f0-5c368a40f217/committees.json,https://www.abgeordnetenwatch.de/api/parliament/bremen/constituencies.json,https://www.abgeordnetenwatch.de/api/parliament/1764827c-4a36-40f5-a6f0-5c368a40f217/constituencies.json
Bremen 2007-2011,Bremische Bürgerschaft,http://www.bremische-buergerschaft.de/,776a0ba8-95ac-457f-8d18-d7abd3023d57,2011-05-13,2007-05-30,2007-05-30,https://www.abgeordnetenwatch.de/api/parliament/bremen%202007-2011/polls.json,https://www.abgeordnetenwatch.de/api/parliament/776a0ba8-95ac-457f-8d18-d7abd3023d57/polls.json,https://www.abgeordnetenwatch.de/api/parliament/bremen%202007-2011/deputies.json,https://www.abgeordnetenwatch.de/api/parliament/776a0ba8-95ac-457f-8d18-d7abd3023d57/deputies.json,https://www.abgeordnetenwatch.de/api/parliament/bremen%202007-2011/candidates.json,https://www.abgeordnetenwatch.de/api/parliament/776a0ba8-95ac-457f-8d18-d7abd3023d57/candidates.json,https://www.abgeordnetenwatch.de/api/parliament/bremen%202007-2011/committees.json,https://www.abgeordnetenwatch.de/api/parliament/776a0ba8-95ac-457f-8d18-d7abd3023d57/committees.json,https://www.abgeordnetenwatch.de/api/parliament/bremen%202007-2011/constituencies.json,https://www.abgeordnetenwatch.de/api/parliament/776a0ba8-95ac-457f-8d18-d7abd3023d57/constituencies.json
Bremen 2011-2015,Bremische Bürgerschaft,http://www.bremische-buergerschaft.de/,7510f8d9-6e12-451d-9fa9-4c23fbc2d616,2011-05-22,2011-05-22,2011-05-22,https://www.abgeordnetenwatch.de/api/parliament/bremen%202011-2015/polls.json,https://www.abgeordnetenwatch.de/api/parliament/7510f8d9-6e12-451d-9fa9-4c23fbc2d616/polls.json,https://www.abgeordnetenwatch.de/api/parliament/bremen%202011-2015/deputies.json,https://www.abgeordnetenwatch.de/api/parliament/7510f8d9-6e12-451d-9fa9-4c23fbc2d616/deputies.json,https://www.abgeordnetenwatch.de/api/parliament/bremen%202011-2015/candidates.json,https://www.abgeordnetenwatch.de/api/parliament/7510f8d9-6e12-451d-9fa9-4c23fbc2d616/candidates.json,https://www.abgeordnetenwatch.de/api/parliament/bremen%202011-2015/committees.json,https://www.abgeordnetenwatch.de/api/parliament/7510f8d9-6e12-451d-9fa9-4c23fbc2d616/committees.json,https://www.abgeordnetenwatch.de/api/parliament/bremen%202011-2015/constituencies.json,https://www.abgeordnetenwatch.de/api/parliament/7510f8d9-6e12-451d-9fa9-4c23fbc2d616/constituencies.json
Bundestag,Deutscher Bundestag,https://www.bundestag.de/,60d0787f-e311-4283-a7fd-85b9f62a9b33,2021-10-23,2017-07-20,2017-09-24,https://www.abgeordnetenwatch.de/api/parliament/bundestag/polls.json,https://www.abgeordnetenwatch.de/api/parliament/60d0787f-e311-4283-a7fd-85b9f62a9b33/polls.json,https://www.abgeordnetenwatch.de/api/parliament/bundestag/deputies.json,https://www.abgeordnetenwatch.de/api/parliament/60d0787f-e311-4283-a7fd-85b9f62a9b33/deputies.json,https://www.abgeordnetenwatch.de/api/parliament/bundestag/candidates.json,https://www.abgeordnetenwatch.de/api/parliament/60d0787f-e311-4283-a7fd-85b9f62a9b33/candidates.json,https://www.abgeordnetenwatch.de/api/parliament/bundestag/committees.json,https://www.abgeordnetenwatch.de/api/parliament/60d0787f-e311-4283-a7fd-85b9f62a9b33/committees.json,https://www.abgeordnetenwatch.de/api/parliament/bundestag/constituencies.json,https://www.abgeordnetenwatch.de/api/parliament/60d0787f-e311-4283-a7fd-85b9f62a9b33/constituencies.json
Bundestag 2005-2009,Deutscher Bundestag,https://www.bundestag.de/,5b2ebb7e-df54-4908-8855-37575a5d6fb1,2009-10-26,2005-09-18,2005-09-18,https://www.abgeordnetenwatch.de/api/parliament/bundestag%202005-2009/polls.json,https://www.abgeordnetenwatch.de/api/parliament/5b2ebb7e-df54-4908-8855-37575a5d6fb1/polls.json,https://www.abgeordnetenwatch.de/api/parliament/bundestag%202005-2009/deputies.json,https://www.abgeordnetenwatch.de/api/parliament/5b2ebb7e-df54-4908-8855-37575a5d6fb1/deputies.json,https://www.abgeordnetenwatch.de/api/parliament/bundestag%202005-2009/candidates.json,https://www.abgeordnetenwatch.de/api/parliament/5b2ebb7e-df54-4908-8855-37575a5d6fb1/candidates.json,https://www.abgeordnetenwatch.de/api/parliament/bundestag%202005-2009/committees.json,https://www.abgeordnetenwatch.de/api/parliament/5b2ebb7e-df54-4908-8855-37575a5d6fb1/committees.json,https://www.abgeordnetenwatch.de/api/parliament/bundestag%202005-2009/constituencies.json,https://www.abgeordnetenwatch.de/api/parliament/5b2ebb7e-df54-4908-8855-37575a5d6fb1/constituencies.json
Bundestag 2009-2013,Deutscher Bundestag,https://www.bundestag.de/,6aaf1687-ea28-4eca-be5d-946a849ba35f,2013-09-22,2009-10-27,2009-09-27,https://www.abgeordnetenwatch.de/api/parliament/bundestag%202009-2013/polls.json,https://www.abgeordnetenwatch.de/api/parliament/6aaf1687-ea28-4eca-be5d-946a849ba35f/polls.json,https://www.abgeordnetenwatch.de/api/parliament/bundestag%202009-2013/deputies.json,https://www.abgeordnetenwatch.de/api/parliament/6aaf1687-ea28-4eca-be5d-946a849ba35f/deputies.json,https://www.abgeordnetenwatch.de/api/parliament/bundestag%202009-2013/candidates.json,https://www.abgeordnetenwatch.de/api/parliament/6aaf1687-ea28-4eca-be5d-946a849ba35f/candidates.json,https://www.abgeordnetenwatch.de/api/parliament/bundestag%202009-2013/committees.json,https://www.abgeordnetenwatch.de/api/parliament/6aaf1687-ea28-4eca-be5d-946a849ba35f/committees.json,https://www.abgeordnetenwatch.de/api/parliament/bundestag%202009-2013/constituencies.json,https://www.abgeordnetenwatch.de/api/parliament/6aaf1687-ea28-4eca-be5d-946a849ba35f/constituencies.json
Bundestag 2013-2017,Deutscher Bundestag,https://www.bundestag.de/,42a23be2-83d8-4b71-a9fe-6470c4bf2531,2017-10-24,2013-10-22,2013-09-22,https://www.abgeordnetenwatch.de/api/parliament/bundestag%202013-2017/polls.json,https://www.abgeordnetenwatch.de/api/parliament/42a23be2-83d8-4b71-a9fe-6470c4bf2531/polls.json,https://www.abgeordnetenwatch.de/api/parliament/bundestag%202013-2017/deputies.json,https://www.abgeordnetenwatch.de/api/parliament/42a23be2-83d8-4b71-a9fe-6470c4bf2531/deputies.json,https://www.abgeordnetenwatch.de/api/parliament/bundestag%202013-2017/candidates.json,https://www.abgeordnetenwatch.de/api/parliament/42a23be2-83d8-4b71-a9fe-6470c4bf2531/candidates.json,https://www.abgeordnetenwatch.de/api/parliament/bundestag%202013-2017/committees.json,https://www.abgeordnetenwatch.de/api/parliament/42a23be2-83d8-4b71-a9fe-6470c4bf2531/committees.json,https://www.abgeordnetenwatch.de/api/parliament/bundestag%202013-2017/constituencies.json,https://www.abgeordnetenwatch.de/api/parliament/42a23be2-83d8-4b71-a9fe-6470c4bf2531/constituencies.json
